"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-3.83118114837398,9.36461573033708,-17.6925057758882,9.59026680403341e-31,1.2868508332471e-28,59.5549880692515,"CDKN2B"
-4.12507896341463,3.2055797752809,-17.6602016028616,1.08779419051559e-30,1.4501568007328e-28,59.4295636384183,"RIMS4"
-2.82953592479675,4.63040449438202,-17.635010377419,1.20020199368782e-30,1.58968689873619e-28,59.3316637525811,"LOC339524"
-3.65854537601626,7.7882202247191,-17.5858559114871,1.45441036318366e-30,1.91404133052311e-28,59.1404033780385,"CD36"
-2.84113973577236,10.7005438202247,-17.58394612798,1.46531566455582e-30,1.91611022887458e-28,59.1329661793636,"TP53INP2"
-3.30694009146342,9.33312808988764,-17.5739392325041,1.52381968885938e-30,1.98000115267614e-28,59.0939890940513,"CLDN23"
4.61425162601626,6.80151685393258,17.5698154736203,1.54860874901304e-30,1.99955582498351e-28,59.0779232426582,"C2CD4A"
3.33802505081301,6.37326853932584,17.5460661376681,1.69949758665024e-30,2.18066784087059e-28,58.9853554010164,"C17orf96"
-3.87619756097561,6.98226404494382,-17.5300707389119,1.80939494235069e-30,2.3072595134447e-28,58.9229695291076,"LIFR"
1.35171417682927,9.18563146067416,17.5273293097825,1.82893696228559e-30,2.31778245899526e-28,58.91227402266,"RRP9"
-4.25524375,2.89313707865169,-17.4868605556578,2.14346340507567e-30,2.69971188381617e-28,58.7542761699389,"SLITRK3"
-4.97611051829268,5.15408426966292,-17.4634159359276,2.35007928098676e-30,2.94189802674745e-28,58.6626481216582,"ANO5"
1.52530843495935,8.65040898876405,17.4558028334535,2.42140335671861e-30,3.01281278263231e-28,58.6328789056868,"C10orf2"
2.16195965447155,5.7232202247191,17.4495890217645,2.48123288943066e-30,3.06865730241033e-28,58.6085757902352,"C1orf135"
-4.40823023373984,4.79883483146067,-17.43474181679,2.63029519056592e-30,3.23353055462984e-28,58.5504862372477,"PRKG2"
-3.19646412601626,6.53703258426966,-17.4318493896034,2.66036886644024e-30,3.25103409690584e-28,58.5391663620727,"GNG7"
-0.913959705284553,11.3659730337079,-17.4265375355936,2.71650410899952e-30,3.29998990282604e-28,58.5183749712401,"CALCOCO2"
4.69230086382114,4.88433033707865,17.4044247616745,2.9633182682001e-30,3.55938518635055e-28,58.4317834860991,"EPHX4"
-4.53349832317073,3.34888426966292,-17.4038871772143,2.96959216052441e-30,3.55938518635055e-28,58.4296775785136,"FIGF"
1.93752378048781,10.9754078651685,17.4028233555062,2.98204701438039e-30,3.55938518635055e-28,58.4255101053921,"MET"
-3.94493805894309,4.35435393258427,-17.3993004622997,3.02366901460117e-30,3.58820374969723e-28,58.4117082979491,"MAL"
1.34406788617886,10.0202393258427,17.3941369487587,3.08573520518224e-30,3.64081285990755e-28,58.391476084316,"WDR43"
-1.55462240853659,9.09720561797753,-17.3921781205951,3.10961525865146e-30,3.64802292914939e-28,58.3837999083336,"BCAR3"
-2.74517256097561,1.35885505617978,-17.3898699034951,3.13799394780494e-30,3.66039862207019e-28,58.3747539310751,"AADACL2"
-6.73854867886179,7.86064606741573,-17.3593816139871,3.53828751611188e-30,4.10353498735173e-28,58.2552053561035,"ADH1B"
-4.01276199186992,4.11136741573034,-17.3579812765573,3.55786277520024e-30,4.10353498735173e-28,58.2497115916915,"NOVA1"
1.19284801829268,9.45310449438202,17.3565554510227,3.57790651456925e-30,4.10359892425178e-28,58.2441175751162,"WDR75"
7.09886539634146,4.31866741573034,17.3366922066725,3.86927361132723e-30,4.41312151336378e-28,58.1661599878931,"KLK6"
-3.81998572154472,3.47557078651685,-17.332881976735,3.9278417161543e-30,4.45517074213524e-28,58.1512001431348,"ZNF536"
